latitude,longitude,building_type,construction_quality
19.383,-155.279833333333,Industrial,High
58.0884,-156.4583,Critical,Medium
19.3835,-155.2805,Industrial,High
54.2104,-163.4881,Residential,Medium
62.1912,-150.1314,Commercial,Medium
48.65433333333333,-122.79583333333332,Critical,High
19.3826666666667,-155.278,Residential,Medium
19.3856666666667,-155.278833333333,Industrial,Medium
19.3865,-155.278666666667,Industrial,Low
19.3865,-155.278,Residential,Medium
34.0356667,-116.8855,Commercial,High
19.389,-155.276666666667,Commercial,Medium
19.383,-155.280166666667,Residential,Low
19.3836666666667,-155.278833333333,Residential,High
19.3863334655762,-155.281173706055,Residential,Medium
19.3833333333333,-155.279333333333,Critical,Low
19.3825,-155.278833333333,Critical,Medium
19.3835,-155.280166666667,Commercial,High
19.3835,-155.281333333333,Commercial,Low
19.3845,-155.279833333333,Residential,High
19.3836669921875,-155.279159545898,Industrial,Medium
19.388,-155.278833333333,Industrial,Medium
19.3859996795654,-155.276840209961,Industrial,High
19.3841667175293,-155.279495239258,Residential,High
19.3833333333333,-155.277666666667,Residential,Medium
61.741,-150.7066,Residential,High
19.3846666666667,-155.2785,Industrial,Medium
52.728,-169.8537,Commercial,Low
19.391,-155.2785,Industrial,Medium
65.0496,-151.6788,Residential,High
19.3141670227051,-155.211837768555,Industrial,Medium
54.3663,-159.7496,Commercial,Medium
19.3831666666667,-155.2775,Commercial,Medium
19.3963333333333,-155.275333333333,Residential,High
63.0694,-150.629,Residential,Low
54.1504,-165.4297,Commercial,Low
53.3377,-163.2608,Residential,High
36.1141666666667,-89.744,Residential,High
19.3925,-155.276833333333,Residential,Low
19.3901666666667,-155.275,Residential,Medium
19.3891666666667,-155.279,Industrial,High
46.847166666666666,-121.76666666666668,Industrial,Medium
19.382,-155.2785,Residential,High
19.384,-155.281833333333,Critical,Medium
19.3816666666667,-155.2825,Commercial,High
33.2555,-116.0665,Residential,Low
60.0225,-153.060166666667,Critical,Low
64.6245,-149.4574,Commercial,Medium
33.2456667,-116.0728333,Critical,High
19.3825,-155.277,Industrial,High
38.7879981994629,-122.745002746582,Residential,Medium
19.3896675109863,-155.274826049805,Residential,Low
61.7075,-151.4769,Commercial,Medium
19.3925,-155.2765,Commercial,Medium
19.3913333333333,-155.277,Residential,Medium
64.6072,-149.5537,Commercial,Low
19.3945,-155.28,Industrial,Medium
64.62,-149.4142,Commercial,Low
64.609,-149.4316,Residential,Medium
19.3861666666667,-155.279333333333,Commercial,High
19.385,-155.2785,Commercial,Medium
19.3906669616699,-155.278839111328,Industrial,Medium
19.3905,-155.277833333333,Commercial,Low
35.527,-117.4341667,Commercial,Medium
19.4128341674805,-155.278503417969,Industrial,Low
19.3966674804688,-155.280670166016,Commercial,High
19.386,-155.2805,Residential,Low
19.3813333333333,-155.278666666667,Critical,Low
19.3858333333333,-155.2795,Industrial,Medium
19.3911666870117,-155.282669067383,Residential,Medium
35.5315,-117.4246667,Residential,Low
59.4274,-153.1972,Commercial,Medium
19.3898334503174,-155.269668579102,Critical,Low
19.3891666666667,-155.276666666667,Residential,Low
19.3993333333333,-155.277166666667,Commercial,High
51.7777,178.6491,Industrial,Low
19.3878333333333,-155.279666666667,Critical,Low
19.3903331756592,-155.27783203125,Commercial,Medium
54.9238333333333,-162.218,Industrial,Low
19.3885,-155.275666666667,Residential,High
19.3836666666667,-155.280333333333,Critical,Medium
19.362,-155.296666666667,Residential,High
19.3855,-155.278333333333,Critical,Low
19.3838329315186,-155.279998779297,Residential,High
19.3861666666667,-155.277833333333,Commercial,High
19.3833332061768,-155.27783203125,Critical,Low
58.3251666666667,-155.0825,Commercial,High
54.3974,-159.6879,Commercial,Medium
37.8935012817383,-122.209335327148,Commercial,Medium
19.4169998168945,-155.267333984375,Commercial,Low
19.3971672058105,-155.277328491211,Industrial,Medium
58.3811666666667,-155.107666666667,Industrial,Low
60.0944,-140.7496,Critical,High
19.3915,-155.276166666667,Commercial,Low
19.3866672515869,-155.278839111328,Residential,High
19.3641662597656,-155.300994873047,Commercial,Low
19.3918333333333,-155.276666666667,Commercial,High
19.3889999389648,-155.278167724609,Residential,Medium
19.3875,-155.279833333333,Critical,Low
19.3826666666667,-155.280333333333,Industrial,Low
19.3933333333333,-155.279,Commercial,Low
19.3859996795654,-155.279830932617,Industrial,Low
33.4275,-116.9115,Residential,Low
35.032,-117.6873333,Industrial,Low
19.3893333333333,-155.277166666667,Commercial,Low
61.3612,-147.2883,Industrial,Medium
19.3955,-155.278333333333,Critical,Medium
57.1679,-155.5911,Critical,High
38.8116683959961,-122.76000213623,Industrial,Low
19.4071674346924,-155.285339355469,Critical,Low
34.4655,-116.5016667,Residential,Low
19.3926666666667,-155.279833333333,Critical,Low
61.6392,-149.9627,Critical,Medium
33.3233333,-116.4048333,Residential,Low
19.3898334503174,-155.278839111328,Industrial,Low
19.3910007476807,-155.281173706055,Residential,Low
39.4766666666667,-122.767,Industrial,High
19.3945,-155.281166666667,Commercial,Medium
61.145,-152.501166666667,Critical,Low
64.9825,-147.3686,Critical,Medium
19.3821666666667,-155.278833333333,Critical,Low
19.3925,-155.274833333333,Critical,Medium
37.8346666666667,-112.4825,Commercial,Low
19.3821666666667,-155.279333333333,Critical,High
19.39,-155.273,Industrial,Medium
19.3901666666667,-155.278166666667,Commercial,Medium
19.3048333333333,-155.215,Industrial,Medium
19.3818333333333,-155.279,Industrial,Low
19.3843326568604,-155.280334472656,Commercial,High
19.3825,-155.2805,Industrial,Low
38.8330001831055,-122.815498352051,Critical,Low
19.3671666666667,-155.297,Commercial,High
38.8344993591309,-122.817001342773,Commercial,High
19.3915,-155.277166666667,Critical,Medium
19.3956666666667,-155.278833333333,Critical,High
19.3931666666667,-155.251,Critical,High
19.394,-155.250333333333,Critical,Low
19.3905,-155.278666666667,Critical,High
19.3955,-155.279166666667,Critical,Low
33.063,-116.427,Industrial,Low
19.3965,-155.279166666667,Residential,Medium
19.3946666717529,-155.279159545898,Critical,Medium
19.3941669464111,-155.279998779297,Critical,Medium
38.8334999084473,-122.81616973877,Industrial,High
48.1347,153.2137,Critical,Medium
19.3899993896484,-155.279998779297,Commercial,High
19.4160003662109,-155.277160644531,Commercial,Medium
19.3906666666667,-155.278333333333,Critical,Low
19.3918333333333,-155.2785,Industrial,Low
19.3915,-155.277,Critical,High
19.392,-155.278,Residential,Low
19.3953333333333,-155.280666666667,Industrial,High
19.394,-155.278,Industrial,Medium
19.3943328857422,-155.276168823242,Industrial,High
19.3393325805664,-155.297500610352,Commercial,High
60.2806,-153.071,Critical,Low
63.0432,-150.9603,Critical,High
-2.9636,138.808,Critical,Low
19.4031658172607,-155.289001464844,Industrial,High
37.4835,137.3121,Industrial,Low
37.4574,137.2389,Commercial,Low
59.4851,-151.2189,Residential,Low
63.8867,-165.3998,Industrial,High
49.367666666666665,-120.48033333333332,Commercial,Low
36.7323341369629,-121.5,Commercial,High
38.8289985656738,-122.81583404541,Critical,Medium
36.7323341369629,-121.482498168945,Residential,High
36.8529,-116.2358,Industrial,Low
61.9089,-149.1692,Residential,Medium
66.3813,-147.7461,Commercial,Medium
34.0833333,-118.1881667,Residential,High
28.637,52.7173,Commercial,High
58.2426666666667,-155.148166666667,Commercial,Medium
58.1662,-153.9868,Residential,High
19.532,-65.6845,Industrial,Low
62.7112,-148.8375,Commercial,High
35.9683333,-117.375,Commercial,High
19.308666229248,-155.216659545898,Critical,High
45.82683333333333,-122.70983333333334,Residential,High
7.8281,127.115,Commercial,High
17.7671,-68.7205,Residential,High
62.5436,-152.2681,Commercial,Low
-3.1404,102.8632,Commercial,Medium
38.829833984375,-122.815498352051,Industrial,High
52.466,-169.4631,Residential,High
51.8008333333333,-178.8045,Industrial,Low
38.8115005493164,-122.822998046875,Critical,Low
38.8294982910156,-122.851997375488,Critical,Low
46.576166666666666,-121.82016666666668,Commercial,Low
38.7881660461426,-122.771499633789,Industrial,Medium
44.1231666666667,-115.0515,Critical,High
33.9848333,-116.9933333,Critical,Low
60.284,-152.780333333333,Commercial,Medium
61.3268,-150.6281,Commercial,Low
-9.3077,156.4715,Industrial,Medium
60.7153,-151.5562,Commercial,Medium
31.654,-104.294,Residential,High
32.009,-103.797,Commercial,Medium
61.008,-146.748,Critical,Medium
18.5818,146.5531,Residential,High
60.1041,-153.7334,Residential,Medium
38.8096656799316,-122.817169189453,Residential,High
38.8108329772949,-122.822166442871,Industrial,Medium
62.1735,-149.6272,Residential,Low
60.057,-153.0625,Residential,Medium
36.6764984130859,-121.316329956055,Industrial,High
33.281,-115.6968333,Commercial,Medium
61.7765,-150.8827,Critical,Medium
-29.3022,-176.6672,Commercial,Medium
38.8214988708496,-122.80883026123,Residential,Low
33.1576667,-116.012,Residential,High
52.7643333333333,-169.8875,Industrial,Low
40.2358322143555,-124.791999816895,Industrial,High
31.666,-104.193,Critical,Medium
58.3657,-154.1819,Commercial,High
34.0843333,-118.178,Industrial,Low
52.0141666666667,-176.359833333333,Commercial,High
33.5883333,-116.8008333,Critical,Medium
32.6985,-115.5393333,Residential,Low
31.619,-104.185,Industrial,High
33.7805,-116.1346667,Industrial,Medium
18.623,146.5304,Industrial,High
38.8376666666667,-122.801,Commercial,Low
61.2503333333333,-152.168166666667,Industrial,Low
51.949,178.529166666667,Critical,Medium
46.203,-122.1835,Industrial,Low
36.4729995727539,-121.049163818359,Residential,Medium
36.20116667,-98.42566667,Commercial,Medium
46.281,-122.217,Residential,High
31.67,-104.185,Critical,High
63.5355,-151.0339,Commercial,Low
36.8753318786621,-120.877166748047,Residential,Medium
31.682,-104.195,Residential,Low
18.024,-66.7675,Commercial,High
31.674,-104.2,Commercial,High
31.675,-104.192,Commercial,Low
46.84483333333333,-121.7685,Commercial,Medium
31.674,-104.195,Residential,High
48.47766666666666,-121.853,Industrial,High
36.6532,-116.2735,Industrial,Low
40.2275,-121.161166666667,Residential,High
38.8346672058105,-122.789001464844,Industrial,Medium
63.4457,-148.9264,Industrial,High
60.1687,-152.8997,Critical,Medium
61.6808,-148.1657,Critical,Medium
60.0047,-152.0861,Critical,Medium
31.614,-104.513,Critical,Low
19.1574993133545,-155.47900390625,Critical,Low
37.5155,-118.834166666667,Residential,Medium
38.7966651916504,-122.814834594727,Commercial,Low
64.5902,-150.3799,Industrial,Low
61.1379,-150.2766,Critical,Low
62.9722,-150.4826,Industrial,High
37.5509986877441,-121.658996582031,Critical,Medium
39.1571,-119.6683,Residential,High
61.0025,-151.6108,Industrial,Low
60.5217,-151.308,Commercial,High
38.8143348693848,-122.782669067383,Residential,Low
37.5201666666667,-118.869166666667,Industrial,Low
65.7913,-135.0072,Commercial,High
44.2998333333333,-115.194333333333,Industrial,Medium
31.655,-104.285,Commercial,Medium
37.5073333333333,-118.836666666667,Residential,Medium
19.2689990997314,-155.373840332031,Commercial,High
37.5106658935547,-118.833335876465,Critical,Low
37.5148315429688,-118.833831787109,Industrial,Low
57.6717,-156.1496,Commercial,High
35.7041667,-118.3996667,Residential,Medium
19.4104995727539,-154.954330444336,Critical,Low
32.9133333,-116.2388333,Residential,Medium
63.069,-151.4292,Critical,High
37.9305000305176,-121.830001831055,Industrial,High
31.672,-104.189,Commercial,High
38.8271675109863,-122.797164916992,Industrial,Medium
38.8168334960938,-122.81233215332,Industrial,Low
34.1311667,-118.4873333,Industrial,High
31.67,-104.187,Commercial,High
60.1627,-140.7693,Industrial,Medium
38.7881660461426,-122.745162963867,Critical,Medium
46.2155,-122.1835,Residential,High
59.5472,-152.8467,Residential,Low
40.2393341064453,-121.155166625977,Residential,High
37.3983333333333,-118.454833333333,Residential,High
38.8101654052734,-122.809997558594,Critical,Low
37.386,-118.4336,Industrial,High
38.8105010986328,-122.809829711914,Critical,Low
37.7613334655762,-122.569831848145,Residential,High
64.4341,-146.6649,Critical,High
38.8115005493164,-122.819831848145,Commercial,High
19.4151668548584,-155.241500854492,Industrial,High
38.8190002441406,-122.821662902832,Residential,Medium
19.2013339996338,-155.488998413086,Residential,Low
40.2406666666667,-121.157,Critical,Low
40.2601666666667,-121.141,Industrial,Medium
19.1755,-155.349166666667,Commercial,High
34.92733333,-97.3375,Residential,Low
37.8956680297852,-122.211669921875,Critical,Medium
35.7995,-90.145,Industrial,Low
58.8703,-154.3631,Residential,Medium
19.7333335876465,-155.113327026367,Critical,Low
37.4266662597656,-121.771667480469,Residential,Medium
31.671,-104.407,Residential,Low
34.8763333,-119.2061667,Commercial,Medium
37.4281666666667,-121.773833333333,Industrial,Medium
19.3938331604004,-155.276672363281,Critical,Low
18.6453333333333,-67.233,Commercial,High
35.7184982299805,-121.127166748047,Critical,Low
34.00733333,-97.45166667,Residential,Low
31.578,-104.031,Commercial,Medium
38.8421669006348,-122.821502685547,Commercial,Low
60.4025,-151.8884,Residential,Low
60.4214,-152.1627,Industrial,Low
2.0541,127.821,Industrial,Low
31.4511667,-115.626,Commercial,Low
31.4778333,-115.6226667,Commercial,High
38.8131675720215,-122.826835632324,Industrial,Medium
41.9578,-119.5865,Critical,Medium
31.667,-104.194,Commercial,Low
59.6318,-153.127,Residential,Medium
37.7037,24.4654,Commercial,Medium
61.5305,-151.0476,Residential,Low
33.379,-116.8716667,Industrial,Low
22.826,94.5818,Critical,High
37.8946647644043,-122.210830688477,Critical,Low
37.8963317871094,-122.209335327148,Critical,Low
34.7025,-119.0598333,Residential,High
37.8943328857422,-122.21183013916,Industrial,Low
64.9876,-149.1027,Commercial,Medium
37.6855,72.2133,Residential,Low
60.0426666666667,-153.119,Industrial,Low
19.4228324890137,-155.27766418457,Residential,Low
31.606,-103.96,Commercial,High
38.84033203125,-122.822998046875,Industrial,Medium
19.2665004730225,-155.402496337891,Critical,High
36.6979,55.2618,Critical,Low
35.6561667,-117.4868333,Commercial,Low
39.1293,-120.0184,Industrial,High
17.9913333333333,-66.4046666666667,Critical,High
19.4074993133545,-155.286499023438,Commercial,Low
38.8396682739258,-122.821166992188,Commercial,High
34.928,-97.314,Critical,Low
46.20516666666666,-122.193,Critical,High
56.18,-159.3665,Residential,Medium
41.6436666666667,-112.3285,Industrial,High
38.8116683959961,-122.824668884277,Commercial,Medium
44.8386666666667,-111.546333333333,Residential,Low
38.8153343200684,-122.81950378418,Critical,Low
52.6953333333333,-169.859166666667,Industrial,High
38.8151664733887,-122.823829650879,Critical,Low
59.561,-158.3189,Industrial,Low
61.2214,-152.0877,Residential,High
46.71,-113.974833333333,Critical,Low
38.8120002746582,-122.821502685547,Industrial,Low
38.8088340759277,-122.793663024902,Commercial,Medium
38.811164855957,-122.819831848145,Commercial,Medium
38.8120002746582,-122.820167541504,Industrial,Medium
0.9336,125.3256,Critical,High
38.811164855957,-122.821502685547,Commercial,High
38.8115005493164,-122.819999694824,Critical,High
38.8120002746582,-122.821166992188,Residential,High
38.8121681213379,-122.819999694824,Critical,Medium
38.810001373291,-122.820335388184,Commercial,High
38.8105010986328,-122.81916809082,Critical,High
38.811164855957,-122.821166992188,Commercial,Low
62.0619,-150.7788,Industrial,High
31.805,-103.684,Critical,High
31.4831667,-115.6253333,Industrial,Medium
34.3133333,-116.8951667,Commercial,Medium
17.9355,-66.9441666666667,Commercial,Medium
18.0181666666667,-66.9581666666667,Industrial,Low
31.666,-104.202,Critical,High
37.5168342590332,-118.779663085938,Commercial,High
38.7980003356934,-122.757667541504,Critical,Low
31.675,-104.195,Residential,Low
39.1242,-120.0106,Industrial,High
36.918,-116.1293,Residential,High
38.8083343505859,-122.819000244141,Commercial,Medium
60.1829,-152.5397,Commercial,High
37.5123329162598,-118.781829833984,Residential,High
60.3822,-147.9041,Industrial,Low
31.681,-104.408,Critical,High
19.8258333333333,-155.813166666667,Commercial,High
31.685,-104.407,Industrial,Low
37.5161666870117,-118.779830932617,Critical,High
52.6878333333333,-169.841166666667,Industrial,Low
36.152,-98.30066667,Industrial,Medium
37.5163345336914,-118.778999328613,Commercial,Medium
56.001,-159.5165,Industrial,Low
38.7949981689453,-122.77783203125,Industrial,High
36.15083333,-98.30483333,Critical,High
38.8306655883789,-122.815170288086,Critical,Medium
38.8305015563965,-122.815002441406,Industrial,Medium
33.984,-116.6843333,Critical,Low
31.68,-104.398,Commercial,High
60.4514,-152.0066,Residential,Medium
38.8361663818359,-122.798667907715,Critical,Low
41.762,-81.0278,Residential,Low
80.0571,-111.701,Industrial,Medium
38.8341674804688,-122.792999267578,Industrial,Medium
38.7929992675781,-122.756500244141,Residential,High
32.6813333,-115.8051667,Residential,Low
19.4018325805664,-155.285507202148,Commercial,Low
19.3998336791992,-155.288665771484,Critical,High
-28.6676,-176.8768,Industrial,High
53.9321666666667,-166.9655,Residential,Low
-29.1906,-176.9278,Commercial,Low
52.1155,-176.088833333333,Residential,Medium
34.0101667,-117.2225,Commercial,High
48.427166666666665,-123.03616666666667,Industrial,Low
31.603,-103.962,Critical,High
17.9538333333333,-66.9386666666667,Critical,High
35.67383333,-97.42066667,Residential,Medium
32.3835,-115.2113333,Critical,Low
43.3755,44.0588,Critical,High
36.40883333,-96.92783333,Industrial,Medium
41.5938333333333,-112.412333333333,Critical,Low
41.5903333333333,-112.411666666667,Commercial,Medium
38.8359985351562,-122.788497924805,Industrial,Medium
41.112,-111.191,Industrial,Medium
38.7928352355957,-122.779167175293,Residential,Low
-4.6818,151.34,Residential,Low
31.696,-104.171,Commercial,Medium
38.7669982910156,-122.727996826172,Commercial,Low
33.9385,-116.7148333,Critical,Medium
46.20166666666667,-122.18933333333334,Residential,High
63.0777,-150.9749,Critical,Low
31.674,-104.412,Critical,High
23.7697,121.676,Commercial,Low
23.7264,121.6681,Commercial,High
38.8236656188965,-122.804664611816,Critical,Medium
38.8358345031738,-122.782501220703,Industrial,Low
31.679,-104.407,Residential,Low
17.9568333333333,-66.9456666666667,Commercial,Low
46.20516666666666,-122.1895,Critical,High
38.8238334655762,-122.816665649414,Commercial,Medium
18.0571666666667,-66.7965,Industrial,Medium
62.0342,-150.7788,Critical,Medium
19.4044990539551,-155.265335083008,Critical,Low
38.8370018005371,-122.783836364746,Residential,Medium
19.2358341217041,-155.380828857422,Residential,Low
38.8370018005371,-122.809997558594,Industrial,High
-23.9209,179.9005,Critical,Low
33.2336667,-116.0716667,Critical,Low
35.541,-96.74066667,Industrial,Medium
41.6493333333333,-112.3225,Critical,Medium
58.1891666666667,-155.366166666667,Commercial,High
38.871166229248,-122.816665649414,Residential,Low
31.693,-104.401,Industrial,Medium
31.676,-104.401,Industrial,Medium
-4.6418,102.0226,Critical,Low
31.68,-104.402,Critical,Medium
41.645,-112.321333333333,Commercial,High
31.68,-104.405,Critical,High
52.7188333333333,-169.797833333333,Industrial,High
-22.3045,-68.8851,Industrial,Medium
31.687,-104.406,Industrial,High
31.645,-104.385,Commercial,Low
51.8615,-177.9,Residential,High
34.4785,-119.1961667,Industrial,Medium
41.9635,-119.5877,Residential,High
31.689,-104.4,Residential,Low
38.871166229248,-122.81566619873,Commercial,High
38.8264999389648,-122.804168701172,Industrial,Low
31.679,-104.401,Critical,High
60.5821,-151.9098,Critical,Medium
52.0756666666667,-176.157833333333,Commercial,High
64.9689,-147.4428,Industrial,Low
38.8056678771973,-122.81616973877,Industrial,High
38.8698348999023,-122.817832946777,Critical,Medium
41.9639,-119.5783,Critical,Low
31.685,-104.409,Industrial,High
40.6977,-74.7295,Commercial,Medium
60.6777,-146.634,Critical,Medium
38.8105010986328,-122.816833496094,Commercial,Low
38.8076667785645,-122.818000793457,Industrial,Low
38.8074989318848,-122.816665649414,Residential,Medium
18.0605,-65.3385,Critical,High
38.7859992980957,-122.770332336426,Commercial,High
31.4968333,-115.5996667,Industrial,Low
31.689,-104.408,Residential,Medium
58.7554,-153.7431,Critical,Medium
61.8734,-149.3855,Critical,High
56.3116666666667,-159.345666666667,Commercial,Medium
41.597,-112.4095,Industrial,High
38.836498260498,-122.811836242676,Industrial,Medium
38.7888336181641,-122.72566986084,Residential,High
38.7898330688477,-122.726997375488,Residential,High
-6.377,147.3187,Commercial,Medium
38.8255004882812,-122.785003662109,Critical,High
38.8346672058105,-122.817337036133,Commercial,Medium
37.8974990844727,-122.210830688477,Commercial,Low
34.3731667,-118.633,Critical,Low
33.4596667,-116.4548333,Industrial,High
46.2045,-122.18283333333332,Industrial,Medium
19.2131671905518,-155.383666992188,Critical,High
-23.8064,-66.8921,Industrial,Medium
38.8148345947266,-122.814002990723,Residential,High
34.0276667,-117.2005,Commercial,Medium
37.8943328857422,-122.210670471191,Industrial,High
37.894832611084,-122.210670471191,Commercial,Low
38.8381652832031,-122.80899810791,Industrial,Low
38.8354988098145,-122.810668945312,Industrial,Medium
63.1082,-148.6322,Critical,High
37.1436666666667,-121.521666666667,Residential,High
9.6163,-84.1099,Commercial,Low
39.4151,-119.6964,Residential,High
54.1235,-165.981333333333,Critical,Medium
33.1656667,-116.1016667,Critical,Low
33.1651667,-116.1018333,Critical,Medium
-22.989,179.1683,Commercial,Low
61.58,-146.4349,Residential,Low
35.6958333,-117.5551667,Critical,Medium
55.7047,-159.1334,Residential,Medium
-19.0245,-174.9875,Industrial,Low
38.8271675109863,-122.812835693359,Industrial,Medium
38.7708320617676,-122.727836608887,Commercial,Low
38.8021659851074,-122.816833496094,Residential,High
35.54333333,-96.74533333,Critical,Low
33.8453333,-117.6468333,Residential,Low
51.1627,-178.8859,Commercial,Medium
62.083,-148.744,Residential,Low
59.0842,-153.3838,Industrial,High
61.252,-152.270666666667,Residential,High
38.8375015258789,-122.801330566406,Critical,Medium
41.6525,-112.32,Critical,Low
41.6465,-112.333,Commercial,Medium
37.8933334350586,-122.209503173828,Critical,High
53.3446666666667,-168.136666666667,Industrial,High
53.362,-168.156666666667,Industrial,High
53.8796666666667,-166.927166666667,Commercial,Medium
35.673,-97.4045,Critical,Medium
60.3071,-142.9441,Commercial,High
37.8926658630371,-122.212997436523,Residential,Low
61.6299,-146.3373,Residential,High
38.8208351135254,-122.80933380127,Critical,High
60.2056,-140.9187,Commercial,Medium
62.6128,-150.2467,Industrial,Medium
38.8211669921875,-122.808670043945,Commercial,Medium
38.1554,-118.0269,Commercial,Medium
17.9296666666667,-67.0928333333333,Commercial,Medium
35.6593333,-117.4806667,Critical,High
33.4541667,-117.6791667,Residential,Low
38.8009986877441,-122.815002441406,Industrial,Medium
65.0594,-146.52,Critical,Low
28.559,-98.56,Industrial,Medium
38.7861671447754,-122.764999389648,Commercial,High
33.958,-116.3335,Residential,Low
52.7328333333333,-169.899833333333,Residential,High
60.167,-140.7157,Residential,Medium
60.2323,-140.8302,Critical,Medium
41.6405,-112.326333333333,Industrial,Low
38.8196678161621,-122.808502197266,Commercial,Medium
41.6443333333333,-112.322333333333,Commercial,Low
41.6501666666667,-112.324333333333,Critical,Medium
36.6173,-117.1037,Industrial,High
19.0793333333333,-66.4011666666667,Industrial,High
44.5793333333333,-110.385,Residential,Low
52.7116666666667,-169.8565,Industrial,Medium
38.8153343200684,-122.827003479004,Industrial,Medium
38.8258323669434,-122.807662963867,Industrial,Low
63.1002,-151.3678,Industrial,Medium
51.8611666666667,-177.904666666667,Critical,Low
38.8170013427734,-122.80249786377,Commercial,High
63.0932,-151.3569,Residential,High
38.7861671447754,-122.747001647949,Residential,Low
35.6566667,-117.4866667,Commercial,Low
62.3472,-151.2149,Commercial,Medium
38.8115005493164,-122.820167541504,Critical,High
38.826831817627,-122.813003540039,Commercial,High
52.4553333333333,-174.165833333333,Critical,High
28.472,-98.662,Commercial,Low
43.6481,-127.7497,Commercial,Medium
58.3983,-154.2904,Residential,Medium
51.7648333333333,-177.4795,Residential,Low
52.7998333333333,-169.9025,Residential,High
37.6281666666667,-122.486833333333,Critical,Low
37.634,-122.494166666667,Commercial,Low
60.261,-153.0837,Industrial,High
58.1966,-155.3311,Commercial,Low
38.8176651000977,-122.823829650879,Industrial,Medium
38.8296661376953,-122.852836608887,Critical,High
19.1943340301514,-155.382507324219,Commercial,Low
56.4301,-157.7657,Industrial,High
2.451,128.1831,Commercial,Medium
57.8111,-156.398,Commercial,High
62.8419,-149.7432,Critical,High
64.297,-148.2052,Critical,Low
38.843334197998,-122.831169128418,Industrial,Low
38.8436660766602,-122.844665527344,Industrial,Medium
38.8271675109863,-122.813331604004,Industrial,High
52.7765,-169.915833333333,Industrial,High
62.9821,-151.3233,Critical,Medium
45.7926,-111.1679,Commercial,Low
58.2612,-151.2433,Commercial,Low
38.8470001220703,-122.81616973877,Critical,High
35.88583333,-97.3545,Residential,High
35.7276667,-118.4043333,Industrial,High
38.8066673278809,-122.834999084473,Residential,Medium
64.5084,-148.9686,Commercial,High
35.5856666564941,-121.202667236328,Industrial,Low
32.389,-101.613,Residential,High
38.8194999694824,-122.825332641602,Industrial,High
33.8276667,-117.642,Commercial,Low
59.865,-152.3545,Residential,Medium
35.67183333,-97.404,Commercial,High
34.006,-117.2396667,Critical,Low
38.8118324279785,-122.813667297363,Residential,Medium
35.973331451416,-120.531829833984,Residential,High
38.8745002746582,-122.950164794922,Commercial,High
40.3488333333333,-121.432166666667,Residential,Low
43.72083333333333,-121.2215,Commercial,Medium
43.713166666666666,-121.2335,Commercial,Medium
46.20283333333333,-122.1895,Commercial,High
35.2078333,-118.6755,Industrial,Low
17.9211666666667,-66.9373333333333,Critical,Low
38.7874984741211,-122.749168395996,Critical,High
33.344,-116.2083333,Commercial,Low
19.3974990844727,-154.9306640625,Residential,Medium
60.0311666666667,-152.944333333333,Critical,High
34.0033333,-117.1953333,Commercial,Low
41.7662,-81.03,Commercial,Medium
-1.6533,134.4897,Industrial,Medium
34.2161,86.1264,Industrial,Low
19.4088325500488,-155.287994384766,Commercial,Medium
-21.302,-68.6545,Commercial,Low
60.1575,-140.8238,Residential,Medium
18.1206666666667,-66.2215,Commercial,Medium
39.4636666666667,-120.29,Commercial,High
38.8338317871094,-122.792999267578,Industrial,High
63.212,-143.7102,Industrial,Low
40.6949,-74.7602,Commercial,Low
41.7757,-81.0262,Critical,Medium
63.1806,-143.5638,Industrial,Medium
38.8153343200684,-122.818496704102,Critical,Medium
28.883,-98.963,Industrial,Low
35.5315,-117.395,Residential,Low
35.681,-117.552,Commercial,High
-10.755,165.2618,Critical,High
33.4163333,-116.3825,Critical,Low
33.7316667,-118.0825,Commercial,Low
34.0551667,-117.2465,Industrial,Low
63.3437,-143.7568,Residential,High
-16.0513,-179.6976,Critical,Medium
33.3161667,-116.4185,Commercial,High
38.8448333740234,-122.814834594727,Commercial,Low
38.8688316345215,-122.817497253418,Industrial,Low
46.1945,-122.18833333333332,Critical,High
46.198166666666665,-122.18683333333334,Critical,Low
38.8196678161621,-122.817001342773,Critical,High
-29.2243,-177.3747,Commercial,Low
19.1393337249756,-155.501495361328,Industrial,Medium
32.891,-100.909,Commercial,Medium
19.4020004272461,-155.290496826172,Critical,High
32.815,-116.6573333,Critical,Low
59.9292,-151.8386,Critical,Low
57.0551666666667,-135.726833333333,Critical,Medium
35.8731667,-117.6888333,Industrial,High
31.669,-104.185,Critical,High
56.8788,-155.7833,Critical,High
60.011,-153.066166666667,Residential,High
38.888,-118.3962,Residential,Low
17.9656666666667,-67.0701666666667,Commercial,Medium
-8.8304,124.0043,Residential,Low
35.7526667,-117.5715,Critical,Low
17.9713333333333,-67.065,Residential,High
35.5151667,-117.417,Industrial,High
38.8231658935547,-122.807502746582,Industrial,Medium
35.64066667,-98.069,Commercial,Medium
17.8683333333333,-66.8525,Critical,High
33.5733333,-116.6151667,Residential,Low
35.6561667,-117.4818333,Industrial,Low
17.9743333333333,-67.0651666666667,Residential,Medium
17.9726666666667,-67.067,Commercial,Low
60.0296666666667,-153.060666666667,Critical,High
19.3031673431396,-155.219497680664,Critical,Medium
31.686,-104.409,Critical,High
-2.0382,128.4257,Critical,Low
35.6581667,-117.48,Industrial,High
35.54883333,-96.73533333,Industrial,High
