latitude,longitude,population_density,urbanization_level
40.2406666666667,-121.157,553,High
40.2601666666667,-121.141,96,Low
19.1755,-155.349166666667,927,Low
34.92733333,-97.3375,360,High
37.8956680297852,-122.211669921875,654,Medium
35.7995,-90.145,215,Medium
58.8703,-154.3631,419,Low
19.7333335876465,-155.113327026367,968,Medium
37.4266662597656,-121.771667480469,437,High
31.671,-104.407,997,High
34.8763333,-119.2061667,897,Medium
37.4281666666667,-121.773833333333,337,Low
19.3938331604004,-155.276672363281,457,Medium
18.6453333333333,-67.233,777,High
35.7184982299805,-121.127166748047,722,Low
34.00733333,-97.45166667,532,Low
31.578,-104.031,566,High
38.8421669006348,-122.821502685547,555,Medium
60.4025,-151.8884,441,Low
60.4214,-152.1627,591,Medium
2.0541,127.821,774,Low
31.4511667,-115.626,243,Medium
31.4778333,-115.6226667,611,Medium
38.8131675720215,-122.826835632324,298,Low
41.9578,-119.5865,691,High
31.667,-104.194,777,Medium
59.6318,-153.127,522,Medium
37.7037,24.4654,30,Low
61.5305,-151.0476,444,High
33.379,-116.8716667,384,Medium
22.826,94.5818,830,Low
37.8946647644043,-122.210830688477,299,Low
37.8963317871094,-122.209335327148,304,Medium
34.7025,-119.0598333,217,Medium
37.8943328857422,-122.21183013916,720,Low
64.9876,-149.1027,357,High
37.6855,72.2133,79,High
60.0426666666667,-153.119,453,Low
19.4228324890137,-155.27766418457,287,High
31.606,-103.96,750,High
38.84033203125,-122.822998046875,33,High
19.2665004730225,-155.402496337891,258,Medium
36.6979,55.2618,616,Medium
35.6561667,-117.4868333,30,Medium
39.1293,-120.0184,325,High
17.9913333333333,-66.4046666666667,615,Low
19.4074993133545,-155.286499023438,471,Medium
38.8396682739258,-122.821166992188,84,Medium
34.928,-97.314,977,Low
46.20516666666666,-122.193,479,Low
56.18,-159.3665,751,High
41.6436666666667,-112.3285,148,Medium
38.8116683959961,-122.824668884277,513,High
44.8386666666667,-111.546333333333,323,High
38.8153343200684,-122.81950378418,422,Low
52.6953333333333,-169.859166666667,652,High
38.8151664733887,-122.823829650879,976,Medium
59.561,-158.3189,616,Medium
61.2214,-152.0877,969,Low
46.71,-113.974833333333,688,Low
38.8120002746582,-122.821502685547,50,Medium
38.8088340759277,-122.793663024902,325,High
38.811164855957,-122.819831848145,272,Medium
38.8120002746582,-122.820167541504,822,Medium
0.9336,125.3256,614,High
38.811164855957,-122.821502685547,935,High
38.8115005493164,-122.819999694824,917,Low
38.8120002746582,-122.821166992188,740,Medium
38.8121681213379,-122.819999694824,90,Medium
38.810001373291,-122.820335388184,964,Medium
38.8105010986328,-122.81916809082,777,Low
38.811164855957,-122.821166992188,985,Low
62.0619,-150.7788,944,Medium
31.805,-103.684,538,High
31.4831667,-115.6253333,520,Low
34.3133333,-116.8951667,355,High
17.9355,-66.9441666666667,38,High
18.0181666666667,-66.9581666666667,705,High
31.666,-104.202,875,Medium
37.5168342590332,-118.779663085938,455,Medium
38.7980003356934,-122.757667541504,416,Low
31.675,-104.195,864,Low
39.1242,-120.0106,916,Medium
36.918,-116.1293,193,Low
38.8083343505859,-122.819000244141,739,Medium
60.1829,-152.5397,953,Medium
37.5123329162598,-118.781829833984,715,Low
60.3822,-147.9041,177,Low
31.681,-104.408,646,Medium
19.8258333333333,-155.813166666667,561,Low
31.685,-104.407,253,High
37.5161666870117,-118.779830932617,774,High
52.6878333333333,-169.841166666667,660,Low
36.152,-98.30066667,263,High
37.5163345336914,-118.778999328613,389,Medium
56.001,-159.5165,162,High
38.7949981689453,-122.77783203125,92,Low
36.15083333,-98.30483333,493,High
38.8306655883789,-122.815170288086,141,High
38.8305015563965,-122.815002441406,888,Medium
33.984,-116.6843333,416,Medium
31.68,-104.398,574,Medium
60.4514,-152.0066,531,High
38.8361663818359,-122.798667907715,685,Medium
41.762,-81.0278,776,Low
80.0571,-111.701,612,Low
38.8341674804688,-122.792999267578,223,High
38.7929992675781,-122.756500244141,388,Low
32.6813333,-115.8051667,690,High
19.4018325805664,-155.285507202148,185,High
19.3998336791992,-155.288665771484,807,Low
-28.6676,-176.8768,272,Low
53.9321666666667,-166.9655,338,Medium
-29.1906,-176.9278,982,High
52.1155,-176.088833333333,679,Low
34.0101667,-117.2225,116,High
48.427166666666665,-123.03616666666667,487,Medium
31.603,-103.962,171,Medium
17.9538333333333,-66.9386666666667,560,High
35.67383333,-97.42066667,826,Low
32.3835,-115.2113333,191,High
43.3755,44.0588,467,Low
36.40883333,-96.92783333,899,Low
41.5938333333333,-112.412333333333,15,Medium
41.5903333333333,-112.411666666667,622,High
38.8359985351562,-122.788497924805,180,Low
41.112,-111.191,15,High
38.7928352355957,-122.779167175293,641,Low
-4.6818,151.34,294,Medium
31.696,-104.171,964,Medium
38.7669982910156,-122.727996826172,300,High
33.9385,-116.7148333,775,Low
46.20166666666667,-122.18933333333334,718,Medium
63.0777,-150.9749,126,Medium
31.674,-104.412,400,Low
23.7697,121.676,637,High
23.7264,121.6681,678,High
38.8236656188965,-122.804664611816,488,High
38.8358345031738,-122.782501220703,300,Medium
31.679,-104.407,371,Medium
17.9568333333333,-66.9456666666667,318,Medium
46.20516666666666,-122.1895,49,Medium
38.8238334655762,-122.816665649414,206,Medium
18.0571666666667,-66.7965,473,High
62.0342,-150.7788,320,Medium
19.4044990539551,-155.265335083008,688,Low
38.8370018005371,-122.783836364746,135,Low
19.2358341217041,-155.380828857422,186,High
38.8370018005371,-122.809997558594,804,Medium
-23.9209,179.9005,898,Medium
33.2336667,-116.0716667,564,High
35.541,-96.74066667,325,Low
41.6493333333333,-112.3225,523,Low
58.1891666666667,-155.366166666667,695,Medium
38.871166229248,-122.816665649414,977,Low
31.693,-104.401,385,High
31.676,-104.401,378,High
-4.6418,102.0226,522,Medium
31.68,-104.402,725,High
41.645,-112.321333333333,829,High
31.68,-104.405,903,High
52.7188333333333,-169.797833333333,236,High
-22.3045,-68.8851,77,Medium
31.687,-104.406,503,High
31.645,-104.385,915,Low
51.8615,-177.9,585,Low
34.4785,-119.1961667,495,Low
41.9635,-119.5877,419,High
31.689,-104.4,315,High
38.871166229248,-122.81566619873,22,Medium
38.8264999389648,-122.804168701172,632,High
31.679,-104.401,951,High
60.5821,-151.9098,570,High
52.0756666666667,-176.157833333333,47,High
64.9689,-147.4428,167,Medium
38.8056678771973,-122.81616973877,951,High
38.8698348999023,-122.817832946777,382,Low
41.9639,-119.5783,104,Low
31.685,-104.409,538,Low
40.6977,-74.7295,683,Medium
60.6777,-146.634,765,Medium
38.8105010986328,-122.816833496094,192,Medium
38.8076667785645,-122.818000793457,34,Medium
38.8074989318848,-122.816665649414,578,Low
18.0605,-65.3385,779,High
38.7859992980957,-122.770332336426,151,High
31.4968333,-115.5996667,169,Low
31.689,-104.408,396,Low
58.7554,-153.7431,708,Medium
61.8734,-149.3855,416,Medium
56.3116666666667,-159.345666666667,66,Low
41.597,-112.4095,737,Medium
38.836498260498,-122.811836242676,823,High
38.7888336181641,-122.72566986084,871,Low
38.7898330688477,-122.726997375488,204,Medium
-6.377,147.3187,428,Medium
38.8255004882812,-122.785003662109,528,Medium
38.8346672058105,-122.817337036133,307,High
37.8974990844727,-122.210830688477,803,Medium
34.3731667,-118.633,717,Low
33.4596667,-116.4548333,573,High
46.2045,-122.18283333333332,636,Medium
19.2131671905518,-155.383666992188,90,High
-23.8064,-66.8921,246,High
38.8148345947266,-122.814002990723,402,Low
34.0276667,-117.2005,281,Medium
37.8943328857422,-122.210670471191,556,Low
37.894832611084,-122.210670471191,78,Low
38.8381652832031,-122.80899810791,345,High
38.8354988098145,-122.810668945312,278,Low
63.1082,-148.6322,161,High
37.1436666666667,-121.521666666667,42,High
9.6163,-84.1099,16,Medium
39.4151,-119.6964,792,Low
54.1235,-165.981333333333,280,High
33.1656667,-116.1016667,81,Medium
33.1651667,-116.1018333,34,High
-22.989,179.1683,74,Low
61.58,-146.4349,406,Low
35.6958333,-117.5551667,746,High
55.7047,-159.1334,728,Low
-19.0245,-174.9875,857,Medium
38.8271675109863,-122.812835693359,872,Medium
38.7708320617676,-122.727836608887,385,Medium
38.8021659851074,-122.816833496094,549,High
35.54333333,-96.74533333,412,Medium
33.8453333,-117.6468333,895,High
51.1627,-178.8859,934,Medium
62.083,-148.744,418,Medium
59.0842,-153.3838,111,Low
61.252,-152.270666666667,356,Low
38.8375015258789,-122.801330566406,272,Medium
41.6525,-112.32,462,Medium
41.6465,-112.333,94,High
37.8933334350586,-122.209503173828,217,Low
53.3446666666667,-168.136666666667,437,High
53.362,-168.156666666667,447,High
53.8796666666667,-166.927166666667,262,High
35.673,-97.4045,310,Low
60.3071,-142.9441,938,Low
37.8926658630371,-122.212997436523,722,High
61.6299,-146.3373,22,High
38.8208351135254,-122.80933380127,154,High
60.2056,-140.9187,13,Low
62.6128,-150.2467,19,High
38.8211669921875,-122.808670043945,890,Low
38.1554,-118.0269,978,Low
17.9296666666667,-67.0928333333333,85,Low
35.6593333,-117.4806667,596,High
33.4541667,-117.6791667,981,High
38.8009986877441,-122.815002441406,621,High
65.0594,-146.52,267,Medium
28.559,-98.56,462,Low
38.7861671447754,-122.764999389648,644,Medium
33.958,-116.3335,134,Low
52.7328333333333,-169.899833333333,851,Low
60.167,-140.7157,346,High
60.2323,-140.8302,119,Medium
41.6405,-112.326333333333,204,Medium
38.8196678161621,-122.808502197266,377,Low
41.6443333333333,-112.322333333333,104,Low
41.6501666666667,-112.324333333333,687,High
36.6173,-117.1037,657,Medium
19.0793333333333,-66.4011666666667,666,Low
44.5793333333333,-110.385,552,Low
52.7116666666667,-169.8565,955,High
38.8153343200684,-122.827003479004,721,High
38.8258323669434,-122.807662963867,196,Medium
63.1002,-151.3678,960,Medium
51.8611666666667,-177.904666666667,173,Low
38.8170013427734,-122.80249786377,144,Low
63.0932,-151.3569,155,Medium
38.7861671447754,-122.747001647949,940,Low
35.6566667,-117.4866667,607,Low
62.3472,-151.2149,673,Medium
38.8115005493164,-122.820167541504,526,Low
38.826831817627,-122.813003540039,684,High
52.4553333333333,-174.165833333333,294,Low
28.472,-98.662,802,High
43.6481,-127.7497,960,High
58.3983,-154.2904,549,Low
51.7648333333333,-177.4795,962,High
52.7998333333333,-169.9025,847,Medium
37.6281666666667,-122.486833333333,70,Medium
37.634,-122.494166666667,128,Medium
60.261,-153.0837,490,Medium
58.1966,-155.3311,977,Medium
38.8176651000977,-122.823829650879,799,High
38.8296661376953,-122.852836608887,962,Low
19.1943340301514,-155.382507324219,697,Low
56.4301,-157.7657,347,High
2.451,128.1831,717,Low
57.8111,-156.398,728,High
62.8419,-149.7432,365,Medium
64.297,-148.2052,974,High
38.843334197998,-122.831169128418,978,Low
38.8436660766602,-122.844665527344,737,Low
38.8271675109863,-122.813331604004,709,Medium
52.7765,-169.915833333333,942,Medium
62.9821,-151.3233,243,High
45.7926,-111.1679,545,Low
58.2612,-151.2433,669,Medium
38.8470001220703,-122.81616973877,63,Medium
35.88583333,-97.3545,195,Medium
35.7276667,-118.4043333,721,Medium
38.8066673278809,-122.834999084473,567,Low
64.5084,-148.9686,296,High
35.5856666564941,-121.202667236328,196,Medium
32.389,-101.613,431,Medium
38.8194999694824,-122.825332641602,689,Medium
33.8276667,-117.642,584,Low
59.865,-152.3545,57,Medium
35.67183333,-97.404,834,Low
34.006,-117.2396667,611,High
38.8118324279785,-122.813667297363,747,Medium
35.973331451416,-120.531829833984,536,Low
38.8745002746582,-122.950164794922,472,Medium
40.3488333333333,-121.432166666667,217,High
43.72083333333333,-121.2215,465,Medium
43.713166666666666,-121.2335,940,Low
46.20283333333333,-122.1895,729,Low
35.2078333,-118.6755,440,High
17.9211666666667,-66.9373333333333,808,High
38.7874984741211,-122.749168395996,650,Low
33.344,-116.2083333,972,Medium
19.3974990844727,-154.9306640625,210,Low
60.0311666666667,-152.944333333333,646,Low
34.0033333,-117.1953333,446,Low
41.7662,-81.03,310,High
-1.6533,134.4897,723,Medium
34.2161,86.1264,378,Medium
19.4088325500488,-155.287994384766,364,Medium
-21.302,-68.6545,896,Medium
60.1575,-140.8238,50,High
18.1206666666667,-66.2215,586,Medium
39.4636666666667,-120.29,839,Low
38.8338317871094,-122.792999267578,669,High
63.212,-143.7102,309,Medium
40.6949,-74.7602,943,High
41.7757,-81.0262,68,Low
63.1806,-143.5638,107,Low
38.8153343200684,-122.818496704102,778,High
28.883,-98.963,674,Medium
35.5315,-117.395,829,High
35.681,-117.552,290,Low
-10.755,165.2618,872,High
33.4163333,-116.3825,507,Low
33.7316667,-118.0825,366,High
34.0551667,-117.2465,657,High
63.3437,-143.7568,328,Medium
-16.0513,-179.6976,253,Medium
33.3161667,-116.4185,186,High
38.8448333740234,-122.814834594727,447,Medium
38.8688316345215,-122.817497253418,78,High
46.1945,-122.18833333333332,494,Low
46.198166666666665,-122.18683333333334,663,Low
38.8196678161621,-122.817001342773,164,Medium
-29.2243,-177.3747,548,Medium
19.1393337249756,-155.501495361328,733,High
32.891,-100.909,186,Low
19.4020004272461,-155.290496826172,29,High
32.815,-116.6573333,563,Medium
59.9292,-151.8386,781,High
57.0551666666667,-135.726833333333,649,Low
35.8731667,-117.6888333,671,High
31.669,-104.185,596,Medium
56.8788,-155.7833,164,Low
60.011,-153.066166666667,453,High
38.888,-118.3962,656,Low
17.9656666666667,-67.0701666666667,480,High
-8.8304,124.0043,481,Medium
35.7526667,-117.5715,88,Low
17.9713333333333,-67.065,394,Medium
35.5151667,-117.417,790,Low
38.8231658935547,-122.807502746582,848,Low
35.64066667,-98.069,156,Low
17.8683333333333,-66.8525,230,High
33.5733333,-116.6151667,715,Medium
35.6561667,-117.4818333,975,High
17.9743333333333,-67.0651666666667,78,Medium
17.9726666666667,-67.067,775,Medium
60.0296666666667,-153.060666666667,844,High
19.3031673431396,-155.219497680664,693,Low
31.686,-104.409,569,High
-2.0382,128.4257,416,High
35.6581667,-117.48,355,High
35.54883333,-96.73533333,536,Medium
38.8258333333333,-122.762333333333,900,Medium
19.4015007019043,-155.288665771484,53,Low
55.5479,-159.0173,375,High
-7.1997,-13.1626,484,Medium
60.8026,-148.3033,708,High
36.716,-97.92416667,767,Medium
53.8765,-166.930666666667,994,Low
31.69,-104.406,748,Low
38.8313331604004,-122.875831604004,136,High
47.4478333333333,-113.549666666667,204,High
61.9152,-152.0914,425,Medium
38.7656669616699,-122.738830566406,888,Medium
38.824333190918,-122.801666259766,46,Medium
38.8230018615723,-122.806999206543,857,High
8.9293,126.3548,278,High
38.8256683349609,-122.810333251953,22,Medium
36.1366667,-117.8483333,615,High
38.8216667175293,-122.809501647949,981,Medium
38.8226661682129,-122.807334899902,611,Low
14.7902,-93.8104,265,High
33.162,-116.121,322,Medium
46.20816666666666,-122.188,291,Low
40.4878,-126.0428,329,High
36.916,-116.1249,259,Medium
38.8219985961914,-122.807830810547,855,Low
51.6475,-177.914666666667,815,Low
46.6895,-121.79616666666666,976,Medium
38.8186683654785,-122.80899810791,79,Medium
38.8198318481445,-122.82266998291,594,Low
-31.5003,-68.7781,582,High
33.2305,-116.0715,92,High
34.1998,86.2476,796,Medium
38.8440017700195,-122.830497741699,796,High
41.2354,142.7821,161,High
36.7574996948242,-121.390167236328,412,Medium
23.0987,-45.0176,250,Medium
46.18933333333333,-122.6835,936,High
52.3515,-174.075,977,Medium
28.9181,131.055,989,High
34.94633333,-97.3475,721,Medium
38.836498260498,-122.803001403809,587,High
35.55433333,-96.74183333,848,High
52.3645,-174.054833333333,85,Low
46.1945,-122.18283333333332,245,Low
51.7053333333333,-178.731166666667,792,High
28.521,-98.571,55,High
17.9481666666667,-67.083,980,Medium
19.1708335876465,-155.507827758789,318,Medium
38.8343315124512,-122.81583404541,924,High
37.8381666666667,-121.985,416,High
51.72,-179.08,694,High
38.8301658630371,-122.818336486816,257,High
56.1145,160.5005,450,Medium
38.8241653442383,-122.844833374023,797,Medium
36.12733333,-97.59116667,62,High
62.0879,-151.9918,230,High
37.2459,-115.6617,854,Low
34.1604,86.3895,825,Low
-0.0013,123.4018,203,Medium
38.8194999694824,-122.763496398926,941,Medium
24.4037,122.0423,568,High
44.7752,147.4011,363,Low
38.8429985046387,-122.841499328613,786,Low
63.0676,-151.4164,59,Medium
20.4984,145.3159,340,Low
33.6915,-117.4713333,694,Low
36.722,-97.922,550,High
61.4215,-150.0542,914,High
45.025,148.9315,974,Low
35.800666809082,-120.733665466309,219,Low
36.72016667,-97.9225,199,High
-29.2245,-177.0703,45,Medium
34.5363333,-118.8665,322,High
59.5908,-152.9202,775,Low
58.4885,-154.645333333333,114,High
36.721,-97.9255,172,High
38.8131675720215,-122.830665588379,229,Low
61.3835,-150.1981,222,Medium
61.7842,-151.6746,732,Low
37.2657,-117.606,604,Low
35.96466667,-98.18933333,898,High
45.0385,-122.45866666666667,158,Medium
43.0754,-126.5932,637,Low
36.721,-97.92683333,739,Low
38.8131675720215,-122.823669433594,370,Medium
38.8518333435059,-122.793830871582,952,High
55.0466666666667,-162.232833333333,576,Low
34.7183333,-116.2966667,850,Medium
55.0468333333333,-162.232666666667,418,High
55.0513333333333,-162.238333333333,874,High
36.0285,-96.519,317,Medium
49.34166666666667,-120.4665,545,Medium
46.10716666666666,-122.68233333333332,59,Medium
38.7873344421387,-122.767333984375,758,Low
64.8353,-150.2413,141,Low
-29.5367,-176.8836,411,Medium
38.8373336791992,-122.807662963867,545,High
36.7239990234375,-121.119331359863,487,Low
44.17733333333334,-122.25516666666668,402,Medium
43.48,-121.81083333333332,659,High
61.8985,-150.1071,89,High
62.1707,-149.3361,753,Low
47.74733333333333,-123.06883333333332,988,High
36.7552,-116.2682,826,Low
34.2455,-117.819,80,Low
36.7569,-116.2666,981,High
32.8276667,-117.0596667,858,High
33.7033333,-117.133,574,High
45.14666666666667,-123.146,334,Low
41.1518325805664,-125.519996643066,443,Medium
53.4108333333333,-168.078666666667,375,Low
19.5386,-65.7018,615,Low
64.939,-147.291,182,Medium
33.272,-116.4356667,308,High
36.6482,-116.2511,548,Low
46.0106666666667,-112.451,392,High
33.2342,132.3067,427,Low
38.813835144043,-122.797668457031,303,Medium
35.6583333,-117.4818333,727,Low
61.1039,-150.3882,45,Low
38.8221664428711,-122.782669067383,200,High
38.1173333333333,-122.178666666667,651,Low
28.45,-98.714,606,High
46.2005,-122.18183333333332,358,High
33.2486667,-116.3146667,940,Medium
38.7830009460449,-122.757164001465,663,High
19.2978324890137,-155.419662475586,790,High
18.3186,-68.867,162,High
61.304,-152.274,103,Low
63.2377,-150.4224,531,High
34.4788333,-119.1816667,275,High
34.4711667,-119.1915,897,High
-23.8324,-67.9097,192,Medium
24.0614,121.5452,543,High
32.449,-102.064,973,Medium
63.5068,-150.0033,308,High
33.274,-116.4323333,755,Medium
38.7864990234375,-122.736831665039,985,Medium
38.836498260498,-122.80233001709,337,Low
63.0885,-151.4023,278,Medium
32.1353333,-116.6373333,242,High
40.1296666666667,-123.804,156,High
62.4658,-148.2072,428,Medium
-28.9681,-176.8696,768,High
37.4958333333333,-118.8755,500,Medium
-43.3221,41.7244,276,Low
-23.3183,171.5585,898,Low
37.4818333333333,-113.794166666667,257,High
38.8048324584961,-122.809997558594,886,Low
36.1148333,-117.8848333,967,Medium
38.1438,-117.9889,784,Low
35.6841667,-118.4008333,179,High
59.824,-152.9947,980,Medium
53.6451,161.3754,128,Medium
48.579,-123.541,246,Low
42.4193333333333,-111.468166666667,859,Medium
42.4213333333333,-111.469,346,Low
54.5606,-159.9298,666,Medium
61.262,-152.249,496,High
37.5120010375977,-118.424163818359,537,High
61.1694,-151.7462,378,High
37.5233333333333,-118.909333333333,690,Low
28.408,-98.546,90,High
46.200833333333335,-122.1875,946,Medium
34.0318333,-116.8378333,174,Medium
18.0863333333333,-66.9178333333333,676,Low
36.113,-117.8866667,375,Low
33.9615,-116.7135,499,Low
39.705,-110.835666666667,758,Medium
19.2028333333333,-155.4885,865,High
64.5943,-149.3597,475,Medium
63.1672,-150.5753,848,Low
47.7795,-123.16666666666669,524,Low
46.202666666666666,-122.183,49,Low
64.8806,-149.022,636,Medium
46.20916666666667,-122.19666666666669,315,Low
38.5047,-119.535,850,High
38.7866668701172,-122.774169921875,198,Low
33.0553333,-115.9,878,Low
19.3164,122.0774,265,High
63.3033,-151.943,297,Medium
38.8338317871094,-122.807998657227,33,Medium
38.1575,-117.9816,186,High
71.3958,-4.1348,582,Medium
38.8183326721191,-122.832832336426,986,Medium
60.8475,-150.963,924,High
46.20616666666667,-122.19,128,Low
46.2075,-122.182,155,Medium
37.4896666666667,-118.987666666667,56,Low
62.839,-150.0915,949,Medium
19.136833190918,-155.406997680664,306,Medium
60.0403333333333,-153.071833333333,919,High
38.8286666870117,-122.797996520996,589,Medium
31.676,-104.375,245,High
33.2703333,-116.3025,343,Low
62.9399,-150.6785,900,Low
39.4508,-120.2842,995,Low
38.7883338928223,-122.769836425781,511,High
34.825,-118.9653333,595,Medium
31.685,-104.416,470,Medium
37.6061666666667,-118.855,447,Medium
35.5483333,-117.3776667,374,Low
38.8356666666667,-122.807833333333,563,Medium
59.7426,-152.0876,146,Medium
38.8208351135254,-122.806335449219,245,Low
38.824333190918,-122.842163085938,963,Low
52.7156666666667,-169.859333333333,731,Low
38.2672,-118.3563,349,Low
62.9938,-149.5402,689,Low
33.1463333,-116.0686667,961,High
52.707,-169.8525,185,Medium
38.8040008544922,-122.80883026123,112,High
52.0806666666667,-176.171833333333,191,Low
37.5133323669434,-118.904502868652,428,Low
32.5455,-115.6703333,885,Medium
38.8166656494141,-122.823333740234,558,Low
61.023,-150.9902,291,High
65.8725,-149.8918,997,High
31.683,-104.471,346,High
61.5834,-147.9959,84,Low
-6.7759,155.8277,217,High
63.526,-147.1499,881,High
38.9011,-118.2114,648,Medium
33.2656667,-116.4305,253,High
-59.6227,-26.4517,911,Low
28.508,-98.63,472,Low
38.5383,-119.494,279,Medium
18.0925,-68.349,825,Low
54.5155,-159.7917,223,High
31.733,-104.118,389,Low
38.8025016784668,-122.821166992188,577,High
61.7511,-149.5812,263,Low
58.168,-155.3235,381,Medium
-24.2423,-66.9783,18,Medium
46.21233333333333,-122.18483333333332,309,Medium
51.8238333333333,-178.8425,948,High
60.3909,-152.9573,38,Low
19.3973333333333,-154.9705,606,High
55.9902,-158.579,407,Medium
28.45,-98.709,922,Low
46.19533333333333,-122.18283333333332,874,Medium
36.6874,-116.1792,988,Low
38.7291,-118.8103,90,High
38.8226661682129,-122.769836425781,13,High
33.9518333,-118.3961667,771,Low
35.5508333,-117.3751667,632,Medium
51.8065,-178.8105,320,Low
36.1421667,-118.0548333,896,Medium
-21.4055,-179.2797,584,High
59.9921666666667,-153.144166666667,708,High
19.2676658630371,-155.404830932617,210,Low
38.8408333333333,-122.832833333333,710,Medium
37.6331666666667,-122.484666666667,392,Low
62.2413,-150.1831,761,Medium
38.8348350524902,-122.879333496094,886,Low
-19.7761,-177.4363,442,Low
39.4105,-119.6952,317,High
33.2663333,-116.4265,42,Low
19.3981666666667,-155.287333333333,340,Medium
35.5495,-117.3783333,508,Low
19.2781658172607,-155.40299987793,344,Medium
19.1940002441406,-155.492004394531,353,High
61.6675,-148.0332,128,High
31.682,-104.425,585,Low
33.9758333,-117.0656667,222,Medium
33.9731667,-117.21,887,High
40.3110008239746,-124.513832092285,413,Medium
34.3761667,-118.6321667,643,Low
64.7719,-146.6917,524,Medium
63.0965,-150.8962,530,Medium
54.6483333333333,-163.632333333333,373,High
43.7603,145.1009,927,High
38.7961654663086,-122.763000488281,333,High
38.8238334655762,-122.841499328613,497,High
18.2503333333333,-65.9568333333333,997,Low
32.6466667,-115.735,627,Low
38.8311653137207,-122.808334350586,580,High
38.8305015563965,-122.80899810791,364,Low
38.8320007324219,-122.814163208008,119,Low
46.21266666666666,-122.18383333333334,299,High
34.1516667,-116.4226667,23,Low
22.8662,142.9359,480,High
61.3604,-147.6023,398,Low
60.6928,-143.0196,927,Low
-15.5553,-173.0706,881,Medium
32.6461667,-115.6656667,932,Low
64.3134,-152.4853,929,High
33.2653333,-116.4301667,35,Medium
36.7523345947266,-121.403503417969,22,High
33.5753333,-116.8083333,35,Medium
-23.2293,-178.4734,359,Medium
36.757999420166,-121.390663146973,505,High
25.7318,91.0047,301,Medium
19.3855,-68.9875,631,Low
37.9376666666667,-122.024333333333,785,High
38.8093338012695,-122.774169921875,229,Medium
61.3984,-150.0701,244,Low
38.8116683959961,-122.77783203125,655,Medium
46.85966666666667,-121.942,443,Medium
38.8373336791992,-122.802833557129,814,Low
1.8408,122.4445,927,Low
38.843334197998,-123.032501220703,743,High
37.5095,-118.811833333333,971,High
38.8151664733887,-122.821830749512,554,Medium
23.2402,143.7276,106,High
31.669,-104.198,426,Low
37.6396675109863,-122.497001647949,191,Low
38.8156661987305,-122.816497802734,621,Low
31.4775,-115.6065,911,Medium
32.9783333,-116.3161667,605,Medium
38.835334777832,-122.800834655762,121,Medium
38.8115005493164,-122.810333251953,63,Low
38.7928352355957,-122.754165649414,70,High
45.0755,-122.3955,852,Medium
38.8101654052734,-122.740165710449,158,High
33.9246667,-116.9228333,291,Medium
31.67,-104.193,373,Medium
46.75866666666667,-123.78816666666668,132,Medium
54.3686,-159.6733,528,Medium
33.4805,-116.5073333,906,High
38.8261680603027,-122.802833557129,994,Low
59.6263,-152.8148,43,High
34.2543333,-117.0121667,968,Medium
17.9691666666667,-66.9918333333333,499,Medium
54.6391,-161.657,367,Medium
38.8151664733887,-122.81916809082,589,Low
19.3635005950928,-155.065002441406,673,Medium
65.1764,-150.2307,797,High
46.1853333333333,-113.092833333333,48,Low
38.5458335876465,-122.754997253418,575,Low
64.8938,-147.7589,21,High
37.2371,-116.4933,621,High
51.4736,-176.2458,769,Medium
-18.0613,-69.1656,311,Medium
19.1911659240723,-155.367004394531,767,Medium
38.8091659545898,-122.819831848145,298,High
5.6389,126.0378,737,High
38.1713,-117.8591,204,Medium
33.4641667,-116.5045,680,Medium
62.191,-151.2781,135,Medium
35.555,-96.74333333,208,Low
35.9021667,-117.7418333,584,High
38.7978324890137,-122.751167297363,794,Low
54.5415,-163.513166666667,801,High
35.5573333,-117.4475,681,High
53.398,-168.186,960,Low
64.5156,-149.4151,959,Low
46.205333333333336,-122.17866666666669,29,Low
54.137,-165.959,360,Low
36.7269,-116.2142,710,High
17.9231666666667,-66.948,131,High
64.9617,-149.1063,632,High
41.5856666666667,-112.428,981,High
58.2696666666667,-154.983666666667,491,High
5.9341,126.799,661,Low
66.2438,-152.9531,629,Low
31.737,-104.119,343,Low
46.21266666666666,-122.179,218,Low
61.3753,-149.9488,366,High
38.8434982299805,-122.830665588379,92,Low
46.3058333333333,-111.6015,10,Medium
38.7869987487793,-122.745498657227,637,High
37.1911666666667,-121.219333333333,965,Medium
61.2732,-146.7519,600,Low
34.6748333,-119.5413333,687,Medium
1.9421,99.0285,661,Low
61.2895,-146.8028,138,Medium
-23.8711,-176.6448,975,Low
38.6768333333333,-112.207166666667,171,Medium
61.9342,-150.8448,357,Medium
32.5892,130.5949,791,High
17.8711666666667,-66.9661666666667,398,Medium
44.6847,-100.5453,34,High
52.9028333333333,-169.518166666667,16,High
33.4721667,-116.4471667,650,Low
33.6363333,-116.5593333,523,Medium
33.4726667,-116.443,945,High
33.4713333,-116.44,878,Medium
46.20766666666667,-122.17933333333332,267,Medium
33.8686667,-117.5043333,425,Low
40.0456,44.5163,681,Medium
46.210166666666666,-122.18116666666668,804,High
38.8363342285156,-122.81233215332,307,High
52.2735,-174.320166666667,325,High
61.2084,-147.8095,413,Medium
59.525,-152.9137,568,Low
46.20616666666667,-122.186,923,High
34.9883333,-118.194,88,High
38.8346672058105,-122.811332702637,704,High
61.3825,-142.3442,571,Low
19.6311,-68.787,344,High
32.9268333,-115.5116667,523,Low
